"contract_id","segment_id","plan_id","contract_year","language_id","plan_cvrg_typ_id","mnthly_prm","ann_ddctbl","icl_lmt","thrshld","copay_amt_inn_prefrd","copay_amt_inn_prefrd_lvl","coins_amt_inn_prefrd","coins_amt_inn_prefrd_lvl","copay_amt_inn_general","copay_amt_inn_general_lvl","coins_amt_inn_general","coins_amt_inn_general_lvl","copay_amt_mail_ordr_prefrd","copay_amt_mail_ordr_prefrd_lvl","coins_amt_mail_ordr_prefrd","coins_amt_mail_ordr_prefrd_lvl","copay_amt_mail_ordr_general","copay_amt_mail_ordr_general_lvl","coins_amt_mail_ordr_general","coins_amt_mail_ordr_general_lvl","is_mdcr_dfnd_std_yn","post_thrshld_mdcr_std_cost"
"S5904","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5904","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5916","0","001","2019","1","3","86.00","245.00","3820.00","5100.00","$10 - $40","1","28% - 30%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$10 - $40","1","28% - 30%","1","N","1"
"S5916","0","002","2019","1","4","110.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $47","1","33% - 40%","1","Information Not Available","1","Information Not Available","1","$3 - $47","1","33% - 40%","1","N","1"
"S5916","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5916","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5916","0","805","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"S5921","0","348","2019","1","2","34.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","349","2019","1","2","35.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","350","2019","1","2","29.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","351","2019","1","2","35.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","352","2019","1","2","27.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","353","2019","1","2","29.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","354","2019","1","2","39.00","415.00","3820.00","5100.00","$1 - $31","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","355","2019","1","2","37.00","415.00","3820.00","5100.00","$1 - $27","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","356","2019","1","2","45.00","415.00","3820.00","5100.00","$1 - $26","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","357","2019","1","2","30.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","358","2019","1","2","33.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 27%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","359","2019","1","2","31.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","360","2019","1","2","30.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","361","2019","1","2","39.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","362","2019","1","2","26.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","363","2019","1","2","47.00","415.00","3820.00","5100.00","$1 - $26","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","364","2019","1","2","41.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","365","2019","1","2","34.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","366","2019","1","2","28.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","367","2019","1","2","38.00","415.00","3820.00","5100.00","$1 - $30","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","368","2019","1","2","29.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 30%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","369","2019","1","2","52.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","370","2019","1","2","33.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","371","2019","1","2","22.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","372","2019","1","2","30.00","415.00","3820.00","5100.00","$1 - $27","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","373","2019","1","2","26.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","374","2019","1","2","33.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","375","2019","1","2","39.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","376","2019","1","2","33.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 31%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","377","2019","1","2","32.00","415.00","3820.00","5100.00","$1 - $26","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","378","2019","1","2","33.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","379","2019","1","2","59.00","415.00","3820.00","5100.00","$1 - $25","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","380","2019","1","2","32.00","415.00","3820.00","5100.00","$1 - $29","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","381","2019","1","2","25.00","415.00","3820.00","5100.00","$1 - $27","1","25% - 33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","382","2019","1","4","28.00","415.00","3820.00","5100.00","$0 - $30","1","25% - 32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","383","2019","1","4","28.00","415.00","3820.00","5100.00","$0 - $30","1","25% - 32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","384","2019","1","4","28.00","415.00","3820.00","5100.00","$0 - $30","1","25% - 32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","385","2019","1","4","28.00","415.00","3820.00","5100.00","$0 - $30","1","25% - 32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"S5921","0","386","2019","1","4","28.00","415.00","3820.00","5100.00","$0 - $30","1","25% - 32%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
