"contract_id","segment_id","plan_id","contract_year","language_id","plan_cvrg_typ_id","mnthly_prm","ann_ddctbl","icl_lmt","thrshld","copay_amt_inn_prefrd","copay_amt_inn_prefrd_lvl","coins_amt_inn_prefrd","coins_amt_inn_prefrd_lvl","copay_amt_inn_general","copay_amt_inn_general_lvl","coins_amt_inn_general","coins_amt_inn_general_lvl","copay_amt_mail_ordr_prefrd","copay_amt_mail_ordr_prefrd_lvl","coins_amt_mail_ordr_prefrd","coins_amt_mail_ordr_prefrd_lvl","copay_amt_mail_ordr_general","copay_amt_mail_ordr_general_lvl","coins_amt_mail_ordr_general","coins_amt_mail_ordr_general_lvl","is_mdcr_dfnd_std_yn","post_thrshld_mdcr_std_cost"
"H1032","0","214","2019","1","3","26.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $47","1","25% - 50%","1","$0 - $47","1","25% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1032","0","215","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1032","0","216","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $75","1","33%","1","$0 - $75","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1032","0","217","2019","1","3","26.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $47","1","25% - 50%","1","$0 - $47","1","25% - 50%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1032","0","218","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $99","1","33%","1","$0 - $99","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1035","0","002","2019","1","4","44.00",".00","3820.00","5100.00","$0 - $92","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1035","0","006","2019","1","4",".00","300.00","3820.00","5100.00","$2 - $95","1","26%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1035","0","011","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1035","0","014","2019","1","4",".00","400.00","3820.00","5100.00","$4 - $98","1","25%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1035","0","016","2019","1","4",".00",".00","3820.00","5100.00","$0 - $98","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1035","0","017","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","018","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","019","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","020","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","021","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","022","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","023","2019","1","4",".00",".00","3820.00","5100.00","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $80","1","33%","1","N","1"
"H1035","0","024","2019","1","4",".00",".00","7000.00","5100.00","$0 - $50","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $50","1","33%","1","N","1"
"H1035","0","025","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","026","2019","1","4",".00",".00","3820.00","5100.00","$0 - $93","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","$0 - $93","1","33%","1","N","1"
"H1035","0","027","2019","1","4",".00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","N","1"
"H1035","0","028","2019","1","4",".00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","N","1"
"H1035","0","029","2019","1","4",".00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","N","1"
"H1035","0","030","2019","1","4",".00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","N","1"
"H1035","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1035","0","802","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1036","0","025","2019","1","4",".00",".00","3820.00","5100.00","$0 - $55","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $55","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","044","2019","1","4",".00",".00","3820.00","5100.00","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","054","2019","1","4",".00",".00","7000.00","5100.00","$0 - $45","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $45","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","056","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1036","0","062","2019","1","4",".00",".00","3820.00","5100.00","$0 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","065","2019","1","4",".00",".00","3820.00","5100.00","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","067","2019","1","4",".00",".00","3820.00","5100.00","$0 - $55","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $55","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","068","2019","1","4",".00",".00","3820.00","5100.00","$0 - $89","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $89","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","074","2019","1","4",".00",".00","3820.00","5100.00","$0 - $60","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $60","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","077","2019","1","4","20.00","415.00","3820.00","5100.00","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","081","2019","1","4",".00",".00","3820.00","5100.00","$0 - $89","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $89","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","102","2019","1","4","23.00","360.00","3820.00","5100.00","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","103","2019","1","4","22.00","415.00","3820.00","5100.00","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","104","2019","1","4","26.00","415.00","3820.00","5100.00","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","119","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1036","0","121","2019","1","4",".00",".00","3820.00","5100.00","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","130","2019","1","4",".00","150.00","3820.00","5100.00","$0 - $97","1","30%","1","Information Not Available","1","Information Not Available","1","$0 - $97","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","137","2019","1","4","19.00","160.00","3820.00","5100.00","$2 - $95","1","30%","1","Information Not Available","1","Information Not Available","1","$2 - $95","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","140","2019","1","4",".00",".00","3820.00","5100.00","$0 - $75","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $75","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","143","2019","1","4",".00",".00","3820.00","5100.00","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","146","2019","1","4",".00",".00","3820.00","5100.00","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","151","2019","1","4","17.00","400.00","3820.00","5100.00","$5 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$5 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","153","2019","1","4",".00","150.00","3820.00","5100.00","$2 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","$2 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","156","2019","1","4",".00",".00","3820.00","5100.00","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","157","2019","1","4",".00",".00","3820.00","5100.00","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $85","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","160","2019","1","4",".00",".00","3820.00","5100.00","$0 - $60","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $60","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","167","2019","1","3",".00","235.00","3820.00","5100.00","$0 - $100","1","28%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","28%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","168","2019","1","3",".00","210.00","3820.00","5100.00","$0 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","171","2019","1","4","21.00","200.00","3820.00","5100.00","$5 - $99","1","29%","1","Information Not Available","1","Information Not Available","1","$5 - $99","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","175","2019","1","4",".00",".00","3820.00","5100.00","$0 - $89","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $89","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","199","2019","1","4",".00","100.00","3820.00","5100.00","$6 - $97","1","31%","1","Information Not Available","1","Information Not Available","1","$6 - $97","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","209","2019","1","4","15.00","325.00","3820.00","5100.00","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","210","2019","1","4","25.00","290.00","3820.00","5100.00","$0 - $100","1","27%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","27%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","213","2019","1","4","25.00","405.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","214","2019","1","3","25.00","295.00","3820.00","5100.00","$0 - $100","1","27%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","27%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","215","2019","1","4",".00",".00","3820.00","5100.00","$0 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","217","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","219","2019","1","4",".00","100.00","3820.00","5100.00","$4 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","$4 - $100","1","31%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","222","2019","1","3",".00","330.00","3820.00","5100.00","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","223","2019","1","4","19.00","320.00","3820.00","5100.00","$5 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","$5 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","226","2019","1","4","15.00","340.00","3820.00","5100.00","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","229","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","230","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","231","2019","1","4","15.00","360.00","3820.00","5100.00","$0 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","233","2019","1","4",".00","195.00","3820.00","5100.00","$0 - $97","1","29%","1","Information Not Available","1","Information Not Available","1","$0 - $97","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","234","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","235","2019","1","3",".00","180.00","3820.00","5100.00","$0 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","29%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","236","2019","1","4",".00",".00","3820.00","5100.00","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","1","237","2019","1","4",".00",".00","3820.00","5100.00","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","2","237","2019","1","4",".00",".00","3820.00","5100.00","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $80","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","241","2019","1","4","17.00","385.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","243","2019","1","4","19.00","350.00","3820.00","5100.00","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","245","2019","1","3","20.00","380.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","247","2019","1","4","30.00","415.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","249","2019","1","4","22.00","415.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","251","2019","1","4","18.00","415.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","253","2019","1","4","20.00","360.00","3820.00","5100.00","$0 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","26%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","255","2019","1","4","23.00","415.00","3820.00","5100.00","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","257","2019","1","4","20.00","415.00","3820.00","5100.00","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","259","2019","1","4","22.00","415.00","3820.00","5100.00","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $99","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","261","2019","1","4","14.00","415.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","262","2019","1","4","20.00","415.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","263","2019","1","4",".00","265.00","3820.00","5100.00","$2 - $95","1","28%","1","Information Not Available","1","Information Not Available","1","$2 - $95","1","28%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","264","2019","1","4","20.00","415.00","3820.00","5100.00","$0","1","24% - 25%","1","Information Not Available","1","Information Not Available","1","$0","1","24% - 25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","1","265","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","2","265","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","266","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","267","2019","1","4",".00",".00","3820.00","5100.00","$0 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $97","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","268","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","269","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","270","2019","1","4",".00",".00","3820.00","5100.00","$6 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$6 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","271","2019","1","4",".00","275.00","3820.00","5100.00","$6 - $100","1","27%","1","Information Not Available","1","Information Not Available","1","$6 - $100","1","27%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","1","275","2019","1","4",".00","160.00","3820.00","5100.00","$2 - $95","1","30%","1","Information Not Available","1","Information Not Available","1","$2 - $95","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","2","275","2019","1","4",".00","160.00","3820.00","5100.00","$2 - $95","1","30%","1","Information Not Available","1","Information Not Available","1","$2 - $95","1","30%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","276","2019","1","3",".00","385.00","3820.00","5100.00","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","$0 - $100","1","25%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","277","2019","1","4",".00",".00","3820.00","5100.00","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","278","2019","1","4",".00",".00","3820.00","5100.00","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","$0 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","N","1"
"H1036","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1036","0","806","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1036","0","810","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1036","0","811","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1043","0","001","2019","1","0","145.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1043","0","002","2019","1","0","402.00",".00",".00","5100.00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1045","0","001","2019","1","4",".00",".00","5000.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $40","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","005","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","012","2019","1","4","27.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0","1","25%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","018","2019","1","4",".00",".00","4000.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $45","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","025","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","026","2019","1","4",".00","150.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $100","1","30%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","027","2019","1","4","38.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","028","2019","1","4",".00","195.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","29%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","030","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","031","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","032","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","033","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","034","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","036","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","037","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $100","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","038","2019","1","4","26.00","415.00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0","1","25%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","039","2019","1","1","21.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Y","1"
"H1045","0","041","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","042","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","043","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","045","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$3 - $95","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1045","0","046","2019","1","1","30.00","415.00","3820.00","5100.00","","1","25%","1","","1","25%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Y","1"
"H1045","0","801","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1045","0","802","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1045","0","803","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1045","0","804","2019","1","0","33.00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0","N","0"
"H1099","0","001","2019","1","4","56.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1099","0","006","2019","1","4","33.00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
"H1099","0","009","2019","1","0",".00",".00",".00",".00","","0","","0","","0","","0","","0","","0","","0","","0"," ","0"
"H1099","0","014","2019","1","4",".00",".00","3820.00","5100.00","Information Not Available","1","Information Not Available","1","$0 - $90","1","33%","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","Information Not Available","1","N","1"
